7/15/2016 11:11:50 PM
3 1 1948 volts
Name	Area	Similarity	Match	R.T. (s)	Height	FWHH (s)	Tailing Factor	Peak S/N	Quant S/N	Base Mass	Quant Masses	CAS	Group	Type	Sample	Spectrum
Peak 60	3478070	139		650.025	232154	0.775	1.00	929	754	234.98	XIC(234.98±500ppm)			Unknown	Day 1 L-3 v-1	74.52771:1821.48 75.02700:52237.71 81.52879:9611.31 87.55306:7603.82 88.03105:41759.83 92.50072:1815.85 99.01615:20611.35 99.51184:10280.61 100.52035:4099.93 105.00012:20500.84 105.51030:10915.21 106.01509:18079.05 106.50710:6171.37 122.50039:1241.56 122.99469:24369.88 123.48838:5408.87 123.99160:9138.89 124.49663:2730.64 136.00977:24141.64 137.00706:4807.60 162.23138:1080.19 163.06699:16263.12 163.30407:3796.40 164.06680:24714.36 164.34259:1243.87 165.06657:154928.61 165.75215:1268.45 166.07246:18863.30 167.48650:1347.95 167.64580:1973.97 167.84629:4326.86 168.53482:1162.29 168.71857:1893.55 169.67422:1685.14 169.95379:7764.60 170.97965:6004.34 171.96028:4029.75 172.94807:2654.72 174.04556:11563.39 174.24002:839.11 175.04721:12361.80 176.06047:58808.86 199.02465:45157.74 200.03450:24233.33 200.35683:1065.70 201.03228:21465.69 201.86742:5504.30 202.02802:12698.16 202.31278:5372.76 202.88882:3366.05 206.05463:1570.98 211.02926:6188.57 211.93811:9984.32 212.06133:37922.64 212.93930:2389.94 214.11110:8591.77 215.12192:1904.77 227.62315:381.53 232.99260:4169.92 234.98364:302386.54 235.98740:43245.09 236.97602:189181.84 237.98567:28299.04 238.97634:32191.37 239.33592:908.93 239.94224:2774.43 245.98866:46571.29 246.99659:18155.81 247.99045:34424.93 279.96703:2598.07 281.84012:4244.27 283.97005:25528.13 285.95904:6702.28 293.66946:144.11 315.92022:13948.93 316.93418:2720.55 317.91956:18165.79 318.41720:321.99 318.91610:6278.52 319.91302:9839.50 320.91797:2495.36 321.93175:2278.68 351.83125:1262.32 353.86353:3649.01 358.65415:436.87 362.69497:279.23 365.82132:112.31 377.35613:411.62 397.98349:113.71 410.76096:309.87 424.68233:375.08 424.97239:92.78 440.20696:483.40 444.11505:88.53 452.34531:276.82 454.04905:426.84 459.92912:358.91 463.71302:157.23 463.78244:175.31 494.09492:121.55 499.77572:174.82 523.68807:184.74 526.16073:184.08 538.24054:508.90 547.47066:84.08 560.70662:408.77 570.65082:327.43 573.61236:178.07 573.95223:461.14 584.17276:84.22 585.02566:279.49 586.13979:320.77 589.31813:105.54 591.78428:174.83 592.35535:84.66 595.28859:171.99 595.74283:138.51 595.90055:341.65 597.80993:198.39
Peak 61	3506365	4		650.456	233249	1.006	0.33	140	707	234.99	XIC(234.99±500ppm)			Unknown	Day 1 L-3 v-1	73.05186:87274.32 81.60016:1128.82 165.06655:61180.93 167.56544:1462.58 175.60302:247.61 176.06074:17120.33 221.02806:8409.37 221.16001:6544.32 234.98559:119220.03 236.95243:39606.12 245.65852:210.62 295.06277:1046.54 298.66843:171.84 317.94199:3466.85 352.58888:183.22 353.85284:352.05 361.62606:261.20 363.43551:132.35 369.29461:217.73 384.08621:157.08 397.79657:112.34 409.43785:327.08 410.45596:227.95 412.53680:345.70 422.60241:470.24 425.65034:277.39 441.28894:104.06 443.25969:84.67 449.50444:454.85 450.58968:96.83 454.05689:401.45 458.01087:180.88 458.31410:79.95 459.94878:325.79 463.83136:511.95 477.47360:205.47 503.93377:390.32 504.84579:165.47 511.46489:97.09 514.53962:316.13 516.78832:287.09 517.20317:170.37 520.90388:91.25 526.80052:857.19 527.26841:128.71 527.94315:275.64 530.96423:852.44 539.50226:257.71 539.78904:177.76 540.40386:80.31 544.40517:117.30 545.16978:174.91 548.60764:347.79 548.97438:272.44 552.59894:121.89 555.65164:200.62 557.63761:222.60 571.19932:435.65 574.39885:102.68 575.22268:77.67 578.14945:308.83 578.87064:203.45 579.91653:208.06 584.62586:101.37 585.75936:160.33 586.81829:142.59 587.15876:191.99 590.11667:278.39 592.61967:430.80 594.14488:220.66 594.37136:225.80 595.85781:108.50 596.31542:97.90 597.61292:83.74 598.75894:117.78 599.06473:96.26 599.32793:285.38
Peak 62	579778	107		660.748	31758	0.513	0.45	12	21	73.05	XIC(73.05±500ppm)			Unknown	Day 1 L-3 v-1	73.05344:33578.81 229.53325:241.45 361.90136:410.89 380.17833:158.38 426.06778:172.76 426.65110:218.36 436.67478:126.24 436.74454:200.98 438.14487:122.89 440.52673:489.27 441.59202:362.97 466.10419:137.99 485.07177:536.58 502.53229:112.67 507.61274:180.93 507.78225:380.12 508.22036:91.74 510.89988:148.74 516.00022:608.09 521.61706:87.70 527.48361:89.18 532.01313:161.96 532.37345:134.34 545.93684:162.44 547.03221:90.10 548.82668:255.40 549.88530:95.48 559.89420:493.95 560.77995:97.20 561.89011:147.48 569.57774:155.81 569.94954:395.49 578.56608:348.86 585.76239:573.08 586.25870:214.33 591.33194:160.27 598.91183:141.70
"Benzene, hexabromo-"	2342291	514		679.246	148227	0.817	0.99	1472	1413	551.46	XIC(551.46±500ppm)		p	Unknown	Day 1 L-3 v-1	71.99310:56208.00 80.91266:11958.26 90.91838:7998.78 92.92204:8007.08 114.91789:37347.98 115.41772:5080.37 115.91342:50748.97 116.41661:13317.17 116.91743:35178.19 117.41700:5565.70 126.89707:3074.52 140.88994:1253.24 150.91837:74599.31 151.92421:21435.01 152.91790:79462.27 153.93062:27216.47 154.36407:12307.58 154.91962:9124.61 155.36340:31399.22 155.82168:3164.97 156.36603:33787.50 156.83487:4667.10 157.37594:8586.94 183.82806:1568.65 193.80555:2446.32 194.82250:30315.21 195.81847:49466.86 196.32921:5664.30 196.81534:30946.84 197.82094:8887.82 229.82739:54435.39 230.16941:4023.76 230.83017:5687.24 231.82871:109592.49 232.84470:16584.02 233.26212:3070.00 233.83038:58304.48 234.24126:12641.64 234.81851:10061.45 235.26733:18311.52 235.79688:10233.05 236.26500:17984.92 236.78506:6731.81 237.26860:8508.94 237.77001:3976.24 273.71557:8884.04 274.70936:19898.92 275.71393:25730.23 276.19335:2106.67 276.70475:20620.43 277.69666:7904.76 278.69232:894.62 308.72742:8714.14 309.12240:446.82 309.76318:4186.35 310.73283:26380.16 311.12673:2639.65 311.75153:12564.35 312.73709:31669.55 313.73984:13238.46 314.74914:13155.09 315.76422:5696.94 316.76007:3168.36 317.77596:893.38 318.58443:330.34 318.86324:372.48 321.54608:103.12 369.83504:210.59 387.63807:7437.81 388.66948:2811.20 389.64725:31763.14 390.65575:11110.08 391.64940:52861.93 392.66058:16128.70 393.65186:46492.36 394.66182:13240.47 395.65422:20183.49 397.68978:6508.79 398.26347:667.33 398.36255:2079.11 398.66925:330.39 399.91759:362.46 400.16749:339.37 400.44682:728.66 410.01343:261.85 427.26394:345.21 432.50359:310.94 434.55610:132.30 436.32051:446.80 436.57704:88.29 437.06856:248.84 440.01195:250.45 442.20808:85.62 442.66733:346.82 443.25969:90.95 457.37836:116.53 459.49169:451.85 462.70501:233.79 466.56938:4154.85 467.56226:5545.42 468.56387:19830.94 469.58307:26748.51 470.55171:40922.38 471.57839:53660.25 472.53684:41552.07 473.57548:50222.33 474.54920:25155.60 475.57804:27923.81 476.52964:12654.34 477.08874:1341.96 477.58245:10745.62 478.52931:2199.39 479.48437:322.81 479.65596:745.08 480.26855:624.81 480.64788:251.11 483.25377:107.05 483.73458:93.32 489.34485:307.84 489.59196:119.13 491.94478:99.51 499.10690:121.52 520.22171:573.39 520.54747:93.55 520.90388:101.35 522.54494:75.96 535.98331:125.51 539.70842:233.45 543.93004:162.28 545.47138:9908.71 546.33977:1198.09 546.62919:509.58 547.45710:56840.14 548.34383:9709.05 549.46086:139429.92 550.38691:17858.26 551.46036:181902.48 552.38401:19710.20 553.45562:134061.59 554.36730:15001.64 555.46018:50580.42 556.37997:6917.56 556.82858:869.56 557.46104:9025.53 558.24746:1252.59 560.18832:132.85 560.81896:196.92 562.72121:536.09 563.18330:259.40 566.11871:80.25 577.05799:214.17 580.25330:126.72 580.70487:143.22 584.66376:314.98 584.85247:86.18 588.63989:252.37
HBB	2888084	156		679.247	182787	0.921	0.99	1105	1316	551.46	XIC(551.5±0.5)		t	Target	Day 1 L-3 v-1	387.63292:7853.05 389.64557:29114.62 391.64956:47649.86 393.65264:41942.35 466.55078:4214.41 468.56657:17918.57 470.55050:36374.66 472.53744:37861.11 474.54943:22628.25 545.47414:8980.33 547.45706:50343.69 549.46211:123063.41 551.46081:161306.39 552.38747:18773.89 553.45549:118537.16 555.45975:45290.66
Peak 64	10337605	653		685.312	669928	0.776	1.04	455	158	57.08	XIC(57.08±500ppm)			Unknown	Day 1 L-3 v-1	55.06730:250769.22 56.06693:92921.52 56.15541:15752.14 57.07959:1088884.59 58.09039:38038.77 69.07968:110160.20 70.14461:16686.92 71.08822:657655.50 71.48834:2471.20 82.09183:19271.41 83.08392:80976.09 84.09158:50534.80 85.09901:417859.60 86.10154:25294.05 97.09510:64271.48 98.10775:29145.05 99.11026:128818.33 113.12377:84077.13 114.11471:4455.83 126.13883:5214.45 127.13843:54019.13 141.14962:35648.95 154.17915:5688.07 155.16546:31109.96 169.18506:17053.50 183.19378:14120.17 197.20248:14685.35 211.22347:2727.79 225.23902:7273.48 239.22369:5138.98 309.45198:389.70 363.99736:317.34 365.49002:305.75 366.42266:3434.50 367.42260:735.90 368.60269:221.37 370.67018:342.48 372.48284:209.59 386.69835:515.90 398.73162:203.41 409.78490:129.17 412.38152:136.41 425.83530:184.54 432.79975:109.44 436.85226:776.55 442.82851:255.50 446.35574:531.56 449.29957:470.78 454.37710:79.30 470.79513:154.69 475.11674:176.46 478.32227:88.23 483.28292:159.27 483.36006:142.24 486.55550:90.51 488.34863:116.51 492.42989:88.99 508.57253:91.39 510.61749:82.49 516.70600:95.49 522.18797:77.55 523.22457:225.85 526.83812:86.11 536.30822:375.59 536.63438:112.91 537.83376:362.92 546.00983:196.72 558.89209:241.95 559.56359:254.86 562.03821:93.32 562.40855:116.74 566.68031:284.34 567.68061:125.54 571.23073:200.06 575.14776:77.10 575.78171:364.62 594.40989:147.12 599.82955:80.80
Peak 65	9420545	689		720.215	591869	0.803	0.95	408	144	57.08	XIC(57.08±500ppm)			Unknown	Day 1 L-3 v-1	55.04639:101116.24 55.13060:32160.76 56.07159:143520.91 57.07978:959660.82 58.15950:4454.47 69.07494:131173.14 70.07986:85518.64 71.08863:588221.33 71.43471:1553.66 82.09190:16877.78 83.08482:105085.20 84.08686:44054.00 84.19648:4471.00 85.09870:376080.07 86.10148:21787.35 97.09741:75192.87 98.10005:36767.73 99.10983:115594.05 99.38075:1768.26 113.11917:65382.73 125.11608:19065.67 127.13773:54650.05 141.16575:25580.42 155.16041:22586.84 169.18592:18335.01 183.23292:6393.50 323.37002:1017.62 351.65337:424.43 394.40520:1206.62 443.52279:105.74 453.24586:118.66 466.71134:147.64 492.42989:118.10 495.86933:275.78 496.91147:234.76 498.16064:262.04 498.72833:155.96 498.93184:154.05 509.77080:88.16 510.12351:75.56 510.50687:164.55 510.93242:206.42 512.36760:505.00 526.90982:105.29 531.79700:81.91 535.26036:127.85 547.72658:248.36 552.59894:105.03 554.80410:80.10 560.18832:117.38 564.93013:125.94 568.36392:310.26 571.97249:255.04 572.82772:127.00 573.53527:173.20 573.63533:256.84 574.06050:175.81 583.11622:124.66 584.15102:377.58 587.60512:347.18 591.44336:77.03 594.94313:143.25 598.07119:111.03 600.40747:222.66
Peak 66	1051749	19		728.024	61652	0.776	0.94	44	43	69.07	XIC(69.07±500ppm)			Unknown	Day 1 L-3 v-1	69.07462:91632.77 308.07987:243.24 435.76201:296.31 439.48784:266.27 486.69332:108.36 488.15000:524.92 496.52814:130.08 502.18222:130.30 508.43165:120.50 513.19988:204.87 516.70600:145.46 520.61874:183.69 522.47353:192.93 526.62304:108.64 527.81087:259.87 529.49434:126.20 533.88810:148.28 538.80747:122.86 568.72307:89.83 571.40808:91.51 586.63748:287.66 591.25138:188.24 597.00215:100.99
Peak 67	500534			747.115	23865	0.951	0.70	36	38	221.06	XIC(221.06±500ppm)			Unknown	Day 1 L-3 v-1	221.06439:28649.90 482.77321:83.08 485.14331:425.02 497.15479:80.91 510.86201:296.48 520.90388:167.64 526.15706:164.11 530.06954:225.22 560.77995:113.85 567.15973:121.51 569.43429:171.50 573.94974:91.27
Peak 68	8294810	618		753.73	469026	0.913	0.98	336	129	57.08	XIC(57.08±500ppm)			Unknown	Day 1 L-3 v-1	55.06492:143890.93 57.08000:758752.82 57.21358:15622.96 58.09056:26580.73 69.07540:117846.09 70.08202:67300.97 71.08858:458475.76 83.08511:85708.97 84.13912:13896.93 85.09895:295156.82 86.10176:21007.31 97.09678:66144.71 98.10835:21093.09 99.11065:96838.52 113.14589:38367.32 127.13631:41741.24 141.14542:28379.73 155.18791:12963.43 169.20660:3901.67 183.19377:11693.79 309.56188:293.28 453.31236:146.30 457.24476:175.75 494.23380:106.07 510.50880:195.11 511.81817:122.98 512.66656:135.58 536.48966:82.26 537.48631:359.60 538.08262:92.66 541.71176:130.77 565.82144:150.50 567.45735:91.43 567.86128:187.83 571.55744:184.37 571.96906:187.72 576.27204:89.58 576.49703:104.42 593.87689:77.70
Peak 69	552760			770.391	21720	1.110	0.75	22	39	221.03	XIC(221.03±500ppm)			Unknown	Day 1 L-3 v-1	221.02871:13430.35 434.94689:222.21 439.89957:484.94 440.63300:118.14 488.24297:214.88 498.23557:168.38 500.01453:87.74 518.26932:104.51 529.78190:139.56 542.07534:101.63 556.82752:295.83 562.70492:78.20 569.02109:92.40 569.80270:186.48 581.86522:287.96 583.29726:205.36 585.00357:76.49 589.05400:190.72 590.22847:87.93 590.98763:75.43 594.82802:270.29 595.47661:121.54 597.26869:159.96 597.71980:263.74 600.24911:148.67
Peak 70	7997273	510		791.525	350158	1.085	1.05	280	93	57.08	XIC(57.08±500ppm)			Unknown	Day 1 L-3 v-1	57.07975:565628.19 57.21380:11965.42 70.11857:19429.06 71.08901:356559.73 83.08424:75638.54 84.11167:17151.30 85.09849:227775.72 97.09417:46050.16 98.10776:12599.67 99.11004:75427.21 113.11806:40271.50 127.13973:26904.59 155.18778:8879.06 183.19320:5340.30 426.12602:436.77 441.71256:223.64 469.61762:102.33 501.79395:273.50 541.49366:100.39 544.74095:250.59 545.15445:543.91 545.49900:118.45 546.00983:120.40 567.64437:225.01 573.99788:162.84 577.24731:158.50 584.24827:125.32 591.29143:94.79 594.71457:91.37 597.57876:400.16 598.52965:95.94 599.93987:199.21
Peak 71	638335			795.844	26028	1.121	0.75	39	43	221.06	XIC(221.06±500ppm)			Unknown	Day 1 L-3 v-1	221.06497:32307.40 369.68427:429.52 471.65059:131.96 472.66873:118.28 501.97224:90.39 516.74070:192.36 539.60537:130.51 548.34810:94.81 548.64073:134.18 570.81087:103.57 575.74724:111.12 578.07318:154.09 580.66494:220.91 583.49345:78.69 584.77693:93.63 586.31291:159.73 589.46980:86.40 592.09153:199.26 599.21766:112.92 599.44708:84.64
Peak 72	7701932	551		837.701	256986	1.364	1.09	225	86	57.08	XIC(57.08±500ppm)			Unknown	Day 1 L-3 v-1	57.07967:375970.02 71.08914:256792.20 85.09904:162621.33 99.10902:48118.92 113.14606:17931.75 484.86679:248.93 485.62541:202.85 513.99509:303.15 525.95487:394.25 527.34014:101.55 543.89510:144.78 559.34341:290.26 562.44125:167.68 572.60345:87.20 584.92802:104.48 592.09518:238.63 592.50742:90.05 593.56506:293.43 596.05061:251.10 597.38384:77.42
Peak 73	4796729	266		897.295	131978	1.749	1.04	179	146	71.09	XIC(71.09±500ppm)			Unknown	Day 1 L-3 v-1	71.08890:195405.85 85.14383:41269.09 99.10868:38555.31 483.43031:155.90 502.46226:105.50 527.34014:95.99 541.63905:89.27 549.26387:148.76 564.85589:105.92 572.18967:195.80 574.20791:158.14 575.55887:255.48 581.56726:215.37 590.53208:104.09 591.97527:95.46 598.79945:209.92
Peak 74	4676783	135		976.992	94911	2.537	1.05	80	129	71.09	XIC(71.09±500ppm)			Unknown	Day 1 L-3 v-1	71.08927:75200.42 398.60688:98.93 562.59797:201.34
